,state,kg,date,region
3739,SC,1238,2018-12-01 00:00:00,brazil
3740,RO,22674059,2018-04-01 00:00:00,brazil
3741,MT,50875000,2018-06-01 00:00:00,brazil
3742,MG,14836024,2018-08-01 00:00:00,brazil
3743,MT,30576730,2018-11-01 00:00:00,brazil
3744,GO,406574262,2018-08-01 00:00:00,brazil
3745,GO,9276921,2018-03-01 00:00:00,brazil
3746,SP,86885213,2018-11-01 00:00:00,brazil
3747,MS,147064291,2018-04-01 00:00:00,brazil
3748,MT,32791000,2018-05-01 00:00:00,brazil
3749,MS,155076155,2018-10-01 00:00:00,brazil
3750,MT,76614297,2018-11-01 00:00:00,brazil
3751,MT,16625000,2018-08-01 00:00:00,brazil
3752,SP,324660,2018-11-01 00:00:00,brazil
3753,MT,37133500,2018-06-01 00:00:00,brazil
3754,MT,54073160,2018-10-01 00:00:00,brazil
3755,MT,88036696,2018-04-01 00:00:00,brazil
3756,SP,15797760,2018-07-01 00:00:00,brazil
3757,PA,30460,2018-07-01 00:00:00,brazil
3758,MS,2000000,2018-07-01 00:00:00,brazil
3759,BA,22136315,2018-02-01 00:00:00,brazil
3760,PR,259544374,2018-04-01 00:00:00,brazil
3761,MT,73816880,2018-05-01 00:00:00,brazil
3762,PI,177624376,2018-07-01 00:00:00,brazil
3763,BA,3000000,2018-10-01 00:00:00,brazil
3764,MT,16674503,2018-05-01 00:00:00,brazil
3765,MG,113729804,2018-12-01 00:00:00,brazil
3766,MT,18320000,2018-03-01 00:00:00,brazil
3767,MT,49752586,2018-02-01 00:00:00,brazil
3768,SC,662030,2018-11-01 00:00:00,brazil
3769,SP,3000000,2018-07-01 00:00:00,brazil
3770,MS,15693330,2018-05-01 00:00:00,brazil
3771,RS,3894747,2018-04-01 00:00:00,brazil
3772,MT,47771347,2018-10-01 00:00:00,brazil
3773,ND,27000000,2018-10-01 00:00:00,brazil
3774,SC,20442173,2018-08-01 00:00:00,brazil
3775,PA,9685930,2018-10-01 00:00:00,brazil
3776,PI,13899294,2018-07-01 00:00:00,brazil
3777,SP,1260000,2018-06-01 00:00:00,brazil
3778,MS,7467440,2018-05-01 00:00:00,brazil
3779,PR,27363669,2018-08-01 00:00:00,brazil
3780,SC,1461960,2018-06-01 00:00:00,brazil
3781,DF,132730,2018-07-01 00:00:00,brazil
3782,ND,63600000,2018-12-01 00:00:00,brazil
3783,MT,37790000,2018-07-01 00:00:00,brazil
3784,MG,6100000,2018-07-01 00:00:00,brazil
3785,PR,2000000,2018-09-01 00:00:00,brazil
3786,AP,46599629,2018-10-01 00:00:00,brazil
3787,PA,617528,2018-11-01 00:00:00,brazil
3788,SC,24183000,2018-09-01 00:00:00,brazil
3789,MS,5006709,2018-11-01 00:00:00,brazil
3790,RO,3376000,2018-09-01 00:00:00,brazil
3791,PR,4848635,2018-07-01 00:00:00,brazil
3792,MT,23310000,2018-03-01 00:00:00,brazil
3793,PA,106281,2018-08-01 00:00:00,brazil
3794,PA,1500000,2018-04-01 00:00:00,brazil
3795,MT,22050000,2018-06-01 00:00:00,brazil
3796,MS,33969488,2018-05-01 00:00:00,brazil
3797,PR,1216082064,2018-04-01 00:00:00,brazil
3798,SC,180177685,2018-05-01 00:00:00,brazil
3799,MT,1770441165,2018-05-01 00:00:00,brazil
3800,MT,11689169,2018-04-01 00:00:00,brazil
3801,MA,234284277,2018-05-01 00:00:00,brazil
3802,MS,1400000,2018-10-01 00:00:00,brazil
3803,PI,1971962,2018-05-01 00:00:00,brazil
3804,MS,11900000,2018-03-01 00:00:00,brazil
3805,GO,814197,2018-10-01 00:00:00,brazil
3806,BA,195678392,2018-06-01 00:00:00,brazil
3807,RO,2450765,2018-07-01 00:00:00,brazil
3808,MG,177285242,2018-04-01 00:00:00,brazil
3809,SP,5000000,2018-06-01 00:00:00,brazil
3810,TO,33699147,2018-04-01 00:00:00,brazil
3811,MG,199034382,2018-08-01 00:00:00,brazil
3812,MT,38312000,2018-09-01 00:00:00,brazil
3813,DF,5122546,2018-04-01 00:00:00,brazil
3814,DF,6481195,2018-08-01 00:00:00,brazil
3815,MT,65464980,2018-07-01 00:00:00,brazil
3816,MT,24000000,2018-06-01 00:00:00,brazil
3817,GO,24274364,2018-08-01 00:00:00,brazil
3818,PR,232891744,2018-08-01 00:00:00,brazil
3819,MT,6952125,2018-03-01 00:00:00,brazil
3820,MS,36094470,2018-03-01 00:00:00,brazil
3821,MT,39767830,2018-05-01 00:00:00,brazil
3822,MT,151860366,2018-04-01 00:00:00,brazil
3823,DF,5000000,2018-03-01 00:00:00,brazil
3824,MS,10670742,2018-02-01 00:00:00,brazil
3825,MS,12234199,2018-02-01 00:00:00,brazil
3826,PI,124956,2018-12-01 00:00:00,brazil
3827,MS,13856980,2018-02-01 00:00:00,brazil
3828,MG,155884850,2018-07-01 00:00:00,brazil
3829,GO,172333288,2018-06-01 00:00:00,brazil
3830,MT,37582511,2018-07-01 00:00:00,brazil
3831,SP,42738162,2018-12-01 00:00:00,brazil
3832,PR,35047493,2018-12-01 00:00:00,brazil
3833,MS,30161924,2018-09-01 00:00:00,brazil
3834,SP,3802576,2018-08-01 00:00:00,brazil
3835,DF,68199284,2018-02-01 00:00:00,brazil
3836,PR,100000,2018-08-01 00:00:00,brazil
3837,DF,11377013,2018-06-01 00:00:00,brazil
3838,GO,9964166,2018-04-01 00:00:00,brazil
3839,RO,9100000,2018-07-01 00:00:00,brazil
3840,MT,298142,2018-12-01 00:00:00,brazil
3841,TO,71680,2018-05-01 00:00:00,brazil
3842,MT,66072914,2018-10-01 00:00:00,brazil
3843,MA,1540000,2018-06-01 00:00:00,brazil
3844,MT,9717250,2018-07-01 00:00:00,brazil
3845,MA,3869700,2018-05-01 00:00:00,brazil
3846,RO,13700000,2018-04-01 00:00:00,brazil
3847,GO,790000,2018-07-01 00:00:00,brazil
3848,SP,373050,2018-06-01 00:00:00,brazil
3849,GO,11399799,2018-06-01 00:00:00,brazil
3850,PI,6654221,2018-08-01 00:00:00,brazil
3851,PI,1000000,2018-03-01 00:00:00,brazil
3852,MA,23619020,2018-02-01 00:00:00,brazil
3853,PA,828912,2018-05-01 00:00:00,brazil
3854,MT,28278720,2018-01-01 00:00:00,brazil
3855,PR,106000,2018-09-01 00:00:00,brazil
3856,SC,50037964,2018-02-01 00:00:00,brazil
3857,TO,4720000,2018-06-01 00:00:00,brazil
3858,PR,11854700,2018-05-01 00:00:00,brazil
3859,MS,442060,2018-05-01 00:00:00,brazil
3860,MT,33150160,2018-06-01 00:00:00,brazil
3861,MT,16700000,2018-02-01 00:00:00,brazil
3862,MT,28900000,2018-05-01 00:00:00,brazil
3863,SC,4,2018-02-01 00:00:00,brazil
3864,DF,296200,2018-08-01 00:00:00,brazil
3865,MS,153400353,2018-08-01 00:00:00,brazil
3866,MA,267286332,2018-06-01 00:00:00,brazil
3867,PR,932221914,2018-11-01 00:00:00,brazil
3868,MT,111541723,2018-04-01 00:00:00,brazil
3869,MT,24315000,2018-04-01 00:00:00,brazil
3870,MT,18600000,2018-04-01 00:00:00,brazil
3871,PR,22749234,2018-05-01 00:00:00,brazil
3872,RS,1138779308,2018-09-01 00:00:00,brazil
3873,MS,565940,2018-05-01 00:00:00,brazil
3874,SP,79481746,2018-05-01 00:00:00,brazil
3875,SP,49347755,2018-04-01 00:00:00,brazil
3876,MT,62979210,2018-02-01 00:00:00,brazil
3877,MT,19582000,2018-05-01 00:00:00,brazil
3878,MT,134540947,2018-09-01 00:00:00,brazil
3879,MT,246105435,2018-06-01 00:00:00,brazil
3880,DF,690876,2018-05-01 00:00:00,brazil
3881,MG,154879203,2018-08-01 00:00:00,brazil
3882,MT,160282670,2018-03-01 00:00:00,brazil
3883,MG,2405020,2018-05-01 00:00:00,brazil
3884,RO,12784255,2018-03-01 00:00:00,brazil
3885,RO,1900000,2018-05-01 00:00:00,brazil
3886,MG,19177759,2018-01-01 00:00:00,brazil
3887,GO,35000000,2018-03-01 00:00:00,brazil
3888,PI,5159952,2018-05-01 00:00:00,brazil
3889,PA,16075304,2018-07-01 00:00:00,brazil
3890,MT,8832557,2018-01-01 00:00:00,brazil
3891,RS,10998699,2018-12-01 00:00:00,brazil
3892,BA,25963303,2018-08-01 00:00:00,brazil
3893,MA,8363,2018-11-01 00:00:00,brazil
3894,PA,14696860,2018-09-01 00:00:00,brazil
3895,ND,12000000,2018-06-01 00:00:00,brazil
3896,MT,46701500,2018-04-01 00:00:00,brazil
3897,MT,9287407,2018-08-01 00:00:00,brazil
3898,MT,32745000,2018-07-01 00:00:00,brazil
3899,SP,5000000,2018-03-01 00:00:00,brazil
3900,MT,27181769,2018-06-01 00:00:00,brazil
3901,SP,106033,2018-06-01 00:00:00,brazil
3902,MT,39600000,2018-07-01 00:00:00,brazil
3903,GO,16807826,2018-08-01 00:00:00,brazil
3904,MS,17793617,2018-01-01 00:00:00,brazil
3905,RO,9400000,2018-04-01 00:00:00,brazil
3906,MS,41937289,2018-09-01 00:00:00,brazil
3907,DF,3397987,2018-09-01 00:00:00,brazil
3908,GO,7670664,2018-12-01 00:00:00,brazil
3909,SP,10253071,2018-05-01 00:00:00,brazil
3910,RO,630000,2018-02-01 00:00:00,brazil
3911,MT,63501545,2018-08-01 00:00:00,brazil
3912,PR,1243759,2018-06-01 00:00:00,brazil
3913,BA,59813,2018-10-01 00:00:00,brazil
3914,SP,3425809,2018-07-01 00:00:00,brazil
3915,MG,30621740,2018-08-01 00:00:00,brazil
3916,MG,5343314,2018-06-01 00:00:00,brazil
3917,GO,5000000,2018-05-01 00:00:00,brazil
3918,DF,348710,2018-11-01 00:00:00,brazil
3919,TO,9250000,2018-04-01 00:00:00,brazil
3920,MS,13573270,2018-06-01 00:00:00,brazil
3921,MT,548937,2018-06-01 00:00:00,brazil
3922,MS,300000,2018-09-01 00:00:00,brazil
3923,MT,18753606,2018-11-01 00:00:00,brazil
3924,ND,89006001,2018-10-01 00:00:00,brazil
3925,MG,66027410,2018-03-01 00:00:00,brazil
3926,MT,26968525,2018-08-01 00:00:00,brazil
3927,MT,387669,2018-12-01 00:00:00,brazil
3928,GO,110000,2018-04-01 00:00:00,brazil
3929,PR,3538769,2018-12-01 00:00:00,brazil
3930,PI,9000,2018-05-01 00:00:00,brazil
3931,MA,175406599,2017-07-01 00:00:00,brazil
3932,MT,826836679,2017-02-01 00:00:00,brazil
3933,RO,23546334,2017-05-01 00:00:00,brazil
3934,SC,5000000,2017-07-01 00:00:00,brazil
3935,MG,85173024,2017-10-01 00:00:00,brazil
3936,MT,11700000,2017-05-01 00:00:00,brazil
3937,RO,9612400,2017-07-01 00:00:00,brazil
3938,SC,57882644,2017-02-01 00:00:00,brazil
3939,TO,400000,2017-05-01 00:00:00,brazil
3940,GO,100000,2017-07-01 00:00:00,brazil
3941,MT,945346,2017-10-01 00:00:00,brazil
3942,DF,126874,2017-07-01 00:00:00,brazil
3943,MG,4365000,2017-08-01 00:00:00,brazil
3944,MS,52993751,2017-08-01 00:00:00,brazil
3945,PR,40800,2017-08-01 00:00:00,brazil
3946,BA,4830490,2017-05-01 00:00:00,brazil
3947,MT,23218678,2017-03-01 00:00:00,brazil
3948,SC,140936081,2017-03-01 00:00:00,brazil
3949,MS,193654535,2017-03-01 00:00:00,brazil
3950,MA,1350000,2017-05-01 00:00:00,brazil
3951,BA,350000,2017-01-01 00:00:00,brazil
3952,RS,730133802,2017-11-01 00:00:00,brazil
3953,TO,15800460,2017-08-01 00:00:00,brazil
3954,MG,51974037,2017-11-01 00:00:00,brazil
3955,DF,2500000,2017-03-01 00:00:00,brazil
3956,MT,9267000,2017-06-01 00:00:00,brazil
3957,MS,19843315,2017-11-01 00:00:00,brazil
3958,MS,173497998,2017-04-01 00:00:00,brazil
3959,MT,5033319,2017-09-01 00:00:00,brazil
3960,GO,141632755,2017-09-01 00:00:00,brazil
3961,MS,24908321,2017-04-01 00:00:00,brazil
3962,PR,9700000,2017-04-01 00:00:00,brazil
3963,MT,16303476,2017-12-01 00:00:00,brazil
3964,PR,31000,2017-04-01 00:00:00,brazil
3965,PA,1484054,2017-09-01 00:00:00,brazil
3966,MS,74676953,2017-07-01 00:00:00,brazil
3967,GO,18678945,2017-04-01 00:00:00,brazil
3968,MS,2393928,2017-07-01 00:00:00,brazil
3969,MT,62661845,2017-07-01 00:00:00,brazil
3970,ND,2,2017-09-01 00:00:00,brazil
3971,MA,22991819,2017-07-01 00:00:00,brazil
3972,MS,37778,2017-12-01 00:00:00,brazil
3973,PA,1500000,2017-10-01 00:00:00,brazil
3974,SP,923520,2017-10-01 00:00:00,brazil
3975,PI,78882487,2017-05-01 00:00:00,brazil
3976,MA,3000000,2017-07-01 00:00:00,brazil
3977,MT,114828800,2017-07-01 00:00:00,brazil
3978,PR,305789702,2017-12-01 00:00:00,brazil
3979,PI,9695325,2017-10-01 00:00:00,brazil
3980,MT,8420609,2017-07-01 00:00:00,brazil
3981,MT,2376720,2017-01-01 00:00:00,brazil
3982,RO,5558273,2017-07-01 00:00:00,brazil
3983,PR,6235891,2017-05-01 00:00:00,brazil
3984,PR,47629104,2017-05-01 00:00:00,brazil
3985,GO,1040000,2017-07-01 00:00:00,brazil
3986,MG,6808227,2017-08-01 00:00:00,brazil
3987,SC,24666286,2017-03-01 00:00:00,brazil
3988,MG,256938799,2017-03-01 00:00:00,brazil
3989,PR,62238108,2017-08-01 00:00:00,brazil
3990,MT,35640000,2017-03-01 00:00:00,brazil
3991,GO,10932668,2017-08-01 00:00:00,brazil
3992,PA,7700000,2017-05-01 00:00:00,brazil
3993,MT,31510995,2017-03-01 00:00:00,brazil
3994,GO,3939909,2017-08-01 00:00:00,brazil
3995,MT,43037979,2017-03-01 00:00:00,brazil
3996,DF,5000000,2017-03-01 00:00:00,brazil
3997,GO,40480,2017-08-01 00:00:00,brazil
3998,PA,8938710,2017-08-01 00:00:00,brazil
3999,SP,8,2017-06-01 00:00:00,brazil
4000,MT,42187994,2017-06-01 00:00:00,brazil
4001,PA,1154430,2017-11-01 00:00:00,brazil
4002,PA,50550225,2017-06-01 00:00:00,brazil
4003,MS,6691334,2017-04-01 00:00:00,brazil
4004,PR,47600932,2017-04-01 00:00:00,brazil
4005,SP,71790156,2017-04-01 00:00:00,brazil
4006,MT,45950726,2017-04-01 00:00:00,brazil
4007,GO,60551895,2017-09-01 00:00:00,brazil
4008,MS,16689185,2017-12-01 00:00:00,brazil
4009,PA,10478000,2017-07-01 00:00:00,brazil
4010,MG,1000000,2017-04-01 00:00:00,brazil
4011,MT,59776764,2017-02-01 00:00:00,brazil
4012,MA,33184058,2017-10-01 00:00:00,brazil
4013,PR,260766963,2017-07-01 00:00:00,brazil
4014,MT,5731562,2017-02-01 00:00:00,brazil
4015,RO,21317097,2017-07-01 00:00:00,brazil
4016,MT,38547095,2017-05-01 00:00:00,brazil
4017,MA,10700000,2017-05-01 00:00:00,brazil
4018,MT,17100000,2017-07-01 00:00:00,brazil
4019,TO,43441395,2017-07-01 00:00:00,brazil
4020,BA,48929108,2017-10-01 00:00:00,brazil
4021,GO,191211371,2017-07-01 00:00:00,brazil
4022,PA,3150000,2017-05-01 00:00:00,brazil
4023,PR,86736747,2017-10-01 00:00:00,brazil
4024,PR,667134568,2017-08-01 00:00:00,brazil
4025,MG,1784450,2017-08-01 00:00:00,brazil
4026,DF,7480000,2017-05-01 00:00:00,brazil
4027,PR,49891784,2017-08-01 00:00:00,brazil
4028,MT,810991,2017-08-01 00:00:00,brazil
4029,TO,2952043,2017-08-01 00:00:00,brazil
4030,GO,1251623,2017-01-01 00:00:00,brazil
4031,PA,1751443,2017-08-01 00:00:00,brazil
4032,SC,19383714,2017-08-01 00:00:00,brazil
4033,MT,48788,2017-08-01 00:00:00,brazil
4034,MS,138504036,2017-06-01 00:00:00,brazil
4035,MT,7353971,2017-11-01 00:00:00,brazil
4036,GO,19209580,2017-08-01 00:00:00,brazil
4037,TO,27978159,2017-11-01 00:00:00,brazil
4038,MS,1246140,2017-08-01 00:00:00,brazil
4039,MT,226370,2017-09-01 00:00:00,brazil
4040,RS,1253432165,2017-09-01 00:00:00,brazil
4041,PR,3404076,2017-04-01 00:00:00,brazil
4042,MS,2542171,2017-06-01 00:00:00,brazil
4043,RO,8050000,2017-04-01 00:00:00,brazil
4044,RO,12400000,2017-04-01 00:00:00,brazil
4045,PI,1600970,2017-06-01 00:00:00,brazil
4046,PI,1740000,2017-12-01 00:00:00,brazil
4047,SC,56236361,2017-09-01 00:00:00,brazil
4048,MT,26092244,2017-07-01 00:00:00,brazil
4049,MT,14829790,2017-07-01 00:00:00,brazil
4050,RS,295630,2017-07-01 00:00:00,brazil
4051,PA,66333742,2017-07-01 00:00:00,brazil
4052,MS,543896,2017-07-01 00:00:00,brazil
4053,DF,5800000,2017-12-01 00:00:00,brazil
4054,PA,4500000,2017-04-01 00:00:00,brazil
4055,MT,1106139,2017-12-01 00:00:00,brazil
4056,RS,59426290,2017-09-01 00:00:00,brazil
4057,MG,4648280,2017-12-01 00:00:00,brazil
4058,MT,96345724,2017-02-01 00:00:00,brazil
4059,MT,35097576,2017-07-01 00:00:00,brazil
4060,PA,7757546,2017-07-01 00:00:00,brazil
4061,MS,12857311,2017-07-01 00:00:00,brazil
4062,TO,27984224,2017-10-01 00:00:00,brazil
4063,MT,385106728,2017-05-01 00:00:00,brazil
4064,PR,51476504,2017-05-01 00:00:00,brazil
4065,GO,2223206,2017-12-01 00:00:00,brazil
4066,MS,11033280,2017-02-01 00:00:00,brazil
4067,GO,42247859,2017-02-01 00:00:00,brazil
4068,MS,28565444,2017-07-01 00:00:00,brazil
4069,SP,5000000,2017-07-01 00:00:00,brazil
4070,MT,28907268,2017-05-01 00:00:00,brazil
4071,MT,1503000,2017-05-01 00:00:00,brazil
4072,MG,15980705,2017-05-01 00:00:00,brazil
4073,MS,6373033,2017-05-01 00:00:00,brazil
4074,MS,122461101,2017-07-01 00:00:00,brazil
4075,MT,22840000,2017-05-01 00:00:00,brazil
4076,MS,15310847,2017-01-01 00:00:00,brazil
4077,PA,20386170,2017-07-01 00:00:00,brazil
4078,GO,15419916,2017-01-01 00:00:00,brazil
4079,PA,29882473,2017-08-01 00:00:00,brazil
4080,PA,900000,2017-08-01 00:00:00,brazil
4081,PA,9365370,2017-03-01 00:00:00,brazil
4082,GO,3334903,2017-05-01 00:00:00,brazil
4083,MT,45606500,2017-03-01 00:00:00,brazil
4084,GO,4671860,2017-08-01 00:00:00,brazil
4085,ND,12337080,2017-03-01 00:00:00,brazil
4086,RO,2900000,2017-02-01 00:00:00,brazil
4087,PR,115960,2017-05-01 00:00:00,brazil
4088,MS,41565232,2017-03-01 00:00:00,brazil
4089,RO,22063310,2017-03-01 00:00:00,brazil
4090,PA,1250000,2017-08-01 00:00:00,brazil
4091,PR,9715020,2017-06-01 00:00:00,brazil
4092,SP,130,2017-06-01 00:00:00,brazil
4093,MG,73305,2017-06-01 00:00:00,brazil
4094,MT,13329792,2017-06-01 00:00:00,brazil
4095,SP,2,2017-02-01 00:00:00,brazil
4096,PI,30129405,2017-11-01 00:00:00,brazil
4097,MT,23440000,2017-06-01 00:00:00,brazil
4098,BA,5000,2017-06-01 00:00:00,brazil
4099,TO,1100000,2017-06-01 00:00:00,brazil
4100,SP,733517363,2017-04-01 00:00:00,brazil
4101,SC,18640928,2017-09-01 00:00:00,brazil
4102,PA,5107297,2017-06-01 00:00:00,brazil
4103,RO,29729718,2017-04-01 00:00:00,brazil
4104,BA,40000,2017-09-01 00:00:00,brazil
4105,MT,79560,2017-09-01 00:00:00,brazil
4106,MG,200000,2017-09-01 00:00:00,brazil
4107,GO,22485844,2017-07-01 00:00:00,brazil
4108,GO,5624419,2017-07-01 00:00:00,brazil
4109,MT,54875580,2017-02-01 00:00:00,brazil
4110,MS,612000,2017-07-01 00:00:00,brazil
4111,BA,69058484,2017-10-01 00:00:00,brazil
4112,MS,130674976,2017-05-01 00:00:00,brazil
4113,RO,22166090,2017-07-01 00:00:00,brazil
4114,SC,229977252,2017-05-01 00:00:00,brazil
4115,MT,1274224627,2017-05-01 00:00:00,brazil
4116,GO,1515921,2017-05-01 00:00:00,brazil
4117,RO,11500000,2017-02-01 00:00:00,brazil
4118,RO,1050000,2017-07-01 00:00:00,brazil
4119,MT,136948125,2017-03-01 00:00:00,brazil
4120,MG,28968089,2017-08-01 00:00:00,brazil
4121,PR,4050210,2017-10-01 00:00:00,brazil
4122,MT,6000000,2017-08-01 00:00:00,brazil
4123,GO,46209823,2017-03-01 00:00:00,brazil
4124,DF,413904,2017-10-01 00:00:00,brazil
4125,ES,4400000,2017-10-01 00:00:00,brazil
4126,MA,11897392,2017-08-01 00:00:00,brazil
4127,MT,24240046,2017-05-01 00:00:00,brazil
4128,DF,496336,2017-03-01 00:00:00,brazil
4129,PR,992020,2017-03-01 00:00:00,brazil
4130,MS,94443276,2017-06-01 00:00:00,brazil
4131,MA,1000000,2017-03-01 00:00:00,brazil
4132,MT,28471093,2017-06-01 00:00:00,brazil
4133,PA,10300040,2017-05-01 00:00:00,brazil
4134,RS,1771608,2017-11-01 00:00:00,brazil
4135,GO,171760526,2017-06-01 00:00:00,brazil
4136,MT,38519347,2017-06-01 00:00:00,brazil
4137,PR,78897418,2017-06-01 00:00:00,brazil
4138,MT,3639235,2017-09-01 00:00:00,brazil
4139,DF,6500000,2017-06-01 00:00:00,brazil
4140,SP,15767,2017-11-01 00:00:00,brazil
4141,RO,421255,2017-06-01 00:00:00,brazil
4142,MT,31260898,2017-04-01 00:00:00,brazil
4143,MA,35178995,2017-04-01 00:00:00,brazil
4144,GO,10500000,2017-06-01 00:00:00,brazil
4145,PA,2130000,2017-04-01 00:00:00,brazil
4146,MS,1085280,2017-09-01 00:00:00,brazil
4147,GO,4000000,2017-04-01 00:00:00,brazil
4148,MT,39541800,2017-09-01 00:00:00,brazil
4149,TO,323567,2017-06-01 00:00:00,brazil
4150,MT,7000000,2017-06-01 00:00:00,brazil
4151,PI,26165537,2017-12-01 00:00:00,brazil
4152,RS,123150,2017-07-01 00:00:00,brazil
4153,BA,16656033,2017-07-01 00:00:00,brazil
4154,MA,226893527,2017-05-01 00:00:00,brazil
4155,TO,13792942,2017-05-01 00:00:00,brazil
4156,MT,10800000,2017-05-01 00:00:00,brazil
4157,RS,84240825,2017-02-01 00:00:00,brazil
4158,MT,14359920,2017-07-01 00:00:00,brazil
4159,PR,22554756,2017-02-01 00:00:00,brazil
4160,MS,5000000,2017-10-01 00:00:00,brazil
4161,RO,8510000,2017-02-01 00:00:00,brazil
4162,MG,7000,2017-10-01 00:00:00,brazil
4163,TO,2798460,2017-12-01 00:00:00,brazil
4164,GO,8182925,2017-10-01 00:00:00,brazil
4165,MS,10646538,2017-03-01 00:00:00,brazil
4166,GO,71681437,2017-08-01 00:00:00,brazil
4167,MT,18619282,2017-08-01 00:00:00,brazil
4168,MT,65353426,2017-03-01 00:00:00,brazil
4169,TO,20199666,2017-03-01 00:00:00,brazil
4170,MA,13142029,2017-05-01 00:00:00,brazil
4171,PR,52662573,2017-08-01 00:00:00,brazil
4172,RS,8801865,2017-05-01 00:00:00,brazil
4173,RS,4745143,2017-08-01 00:00:00,brazil
4174,PA,6030357,2017-05-01 00:00:00,brazil
4175,MT,85,2017-05-01 00:00:00,brazil
4176,MT,78306255,2017-06-01 00:00:00,brazil
4177,MG,2033960,2017-06-01 00:00:00,brazil
4178,SC,6857724,2017-03-01 00:00:00,brazil
4179,SP,4562205,2017-06-01 00:00:00,brazil
4180,GO,38338357,2017-03-01 00:00:00,brazil
4181,PR,160000,2017-03-01 00:00:00,brazil
4182,MT,26588405,2017-06-01 00:00:00,brazil
4183,MA,29477000,2017-06-01 00:00:00,brazil
4184,SP,15477790,2017-06-01 00:00:00,brazil
4185,MT,1454640,2017-06-01 00:00:00,brazil
4186,SP,2544797,2017-02-01 00:00:00,brazil
4187,MT,1671961900,2017-04-01 00:00:00,brazil
4188,MT,68236960,2017-04-01 00:00:00,brazil
4189,MT,11554040,2017-09-01 00:00:00,brazil
4190,MT,3600000,2017-04-01 00:00:00,brazil
4191,MS,163317011,2017-04-01 00:00:00,brazil
4192,MT,34890000,2017-04-01 00:00:00,brazil
4193,MT,134874338,2017-04-01 00:00:00,brazil
4194,GO,63320,2017-04-01 00:00:00,brazil
4195,SP,8310,2017-04-01 00:00:00,brazil
4196,SC,106000,2017-04-01 00:00:00,brazil
4197,RS,66693917,2017-12-01 00:00:00,brazil
4198,RO,18000000,2017-07-01 00:00:00,brazil
4199,BA,10314596,2017-12-01 00:00:00,brazil
4200,MG,4500000,2017-04-01 00:00:00,brazil
4201,MT,70943133,2017-10-01 00:00:00,brazil
4202,PI,59254651,2017-07-01 00:00:00,brazil
4203,PA,25176460,2017-07-01 00:00:00,brazil
4204,GO,189023668,2017-07-01 00:00:00,brazil
4205,SC,2000000,2017-01-01 00:00:00,brazil
4206,MA,16216536,2017-12-01 00:00:00,brazil
4207,RS,5491285,2017-05-01 00:00:00,brazil
4208,SP,29711339,2017-05-01 00:00:00,brazil
4209,PR,22700000,2017-02-01 00:00:00,brazil
4210,MT,1526576,2017-07-01 00:00:00,brazil
4211,RO,8240000,2017-05-01 00:00:00,brazil
4212,RO,4326879,2017-03-01 00:00:00,brazil
4213,GO,6166349,2017-05-01 00:00:00,brazil
4214,TO,95426266,2017-08-01 00:00:00,brazil
4215,PR,17000,2017-01-01 00:00:00,brazil
4216,GO,2992430,2017-03-01 00:00:00,brazil
4217,SC,15235637,2017-01-01 00:00:00,brazil
4218,MG,156560,2017-08-01 00:00:00,brazil
4219,TO,12279069,2017-11-01 00:00:00,brazil
4220,RO,400000,2017-02-01 00:00:00,brazil
4221,PI,19038062,2017-06-01 00:00:00,brazil
4222,RS,17180090,2017-06-01 00:00:00,brazil
4223,SP,926266,2017-06-01 00:00:00,brazil
4224,MT,193646398,2017-06-01 00:00:00,brazil
4225,TO,15135124,2017-06-01 00:00:00,brazil
4226,SC,102140,2017-06-01 00:00:00,brazil
4227,MT,7798050,2017-09-01 00:00:00,brazil
4228,RS,3515738,2017-06-01 00:00:00,brazil
4229,TO,15358130,2017-06-01 00:00:00,brazil
4230,MT,105245232,2017-04-01 00:00:00,brazil
4231,GO,15346885,2017-09-01 00:00:00,brazil
4232,GO,9950374,2017-12-01 00:00:00,brazil
4233,MG,47465952,2017-12-01 00:00:00,brazil
4234,MT,1003160,2017-09-01 00:00:00,brazil
4235,TO,10900000,2017-07-01 00:00:00,brazil
4236,MT,8127549,2017-07-01 00:00:00,brazil
4237,SP,16575658,2017-10-01 00:00:00,brazil
4238,MT,24946930,2017-07-01 00:00:00,brazil
4239,MT,70483653,2017-05-01 00:00:00,brazil
4240,RS,312080130,2017-01-01 00:00:00,brazil
4241,MT,24401385,2017-05-01 00:00:00,brazil
4242,PA,3500000,2017-02-01 00:00:00,brazil
4243,PI,6200000,2017-07-01 00:00:00,brazil
4244,GO,25772036,2017-07-01 00:00:00,brazil
4245,GO,23322104,2017-07-01 00:00:00,brazil
4246,BA,10000000,2017-10-01 00:00:00,brazil
4247,MT,35165021,2017-02-01 00:00:00,brazil
4248,PI,10689370,2017-07-01 00:00:00,brazil
4249,GO,235347309,2017-08-01 00:00:00,brazil
4250,RS,1627543,2017-10-01 00:00:00,brazil
4251,SP,5813642,2017-03-01 00:00:00,brazil
4252,PI,18446195,2017-08-01 00:00:00,brazil
4253,GO,49258652,2017-03-01 00:00:00,brazil
4254,GO,11414389,2017-03-01 00:00:00,brazil
4255,PR,46276498,2017-06-01 00:00:00,brazil
4256,RO,16181580,2017-02-01 00:00:00,brazil
4257,MT,38001275,2017-06-01 00:00:00,brazil
4258,ES,7600000,2017-03-01 00:00:00,brazil
4259,MS,278291,2017-11-01 00:00:00,brazil
